PlayerID,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage_Bat,DotBallFrequency_Bat,Fours_Bat,Sixes_Bat,BoundaryPercentage_Bat,BoundaryFrequency_Bat,StrikeRate_Bat,AgainstFast_Bat,AgainstSpin_Bat,PlayerShortName,Overs,Runs_bat,Wickets,Economy_bowl,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls_bowl,DBPercent _bowl,DBFrequency,Fours_bowl,Sixes_bowl,BdryPercent_bowl,BdryFreq_bowl,StrikeRate,FourPercent_bowl,SixPercent_bowl,MatchID,InningsNo,TeamID,PlayerName
2018-100mb00000000010-b76159ade99b11,11,,,,0,0,0,,,0,0,,,-,0,0,Yuzvendra Chahal,4.0,36.0,1.0,9.0,5.0,24.0,19.0,5.0,20.83,4.80,2.0,2.0,55.56,6.00,24.00,22.22,33.33,1835,1,15,Yuzvendra Chahal 
2018-100mb00000000012-ea4c47d2e99b11,1,Romario Shepherd,c Krunal Pandya b Romario Shepherd,c Krunal Pandya b Romario Shepherd,6,10,7,70.00,1.43,1,0,66.67,10.00,60.00,5,5,,,,,,,,,,,,,,,,,,,1835,1,15,Shreyas Iyer (c)
2018-100mb00000000015-3501d442e99c11,8,,,,0,0,0,,,0,0,,,-,0,0,Bhuvneshwar Kumar,4.0,26.0,0.0,6.5,1.0,24.0,16.0,9.0,37.50,2.67,3.0,0.0,46.15,8.00,0,46.15,0.00,1835,2,19,Bhuvneshwar Kumar 
2018-100mb00000000017-5e389774e99c11,7,,,,0,0,0,,,0,0,,,-,0,0,Krunal Pandya,4.0,25.0,2.0,6.25,4.0,24.0,15.0,10.0,41.67,2.40,1.0,1.0,40.00,12.00,12.00,16.00,24.00,1835,2,19,Krunal Pandya 
2018-100mb00000000023-201fd633e99d11,7,Suyash Sharma,b Suyash Sharma,b Suyash Sharma,1,2,1,50.00,2.00,0,0,0.00,,50.00,0,2,Marcus Stoinis,1.0,13.0,0.0,13.0,6.0,6.0,4.0,2.0,33.33,3.00,1.0,1.0,76.92,3.00,0,30.77,46.15,1835,1,15,Marcus Stoinis 
2018-100mb00000000036-2af54408f88a11,10,,,,0,0,0,,,0,0,,,-,0,0,Josh Hazlewood,4.0,39.0,0.0,9.75,3.0,24.0,18.0,6.0,25.00,4.00,3.0,2.0,61.54,4.80,0,30.77,30.77,1835,2,19,Josh Hazlewood 
2018-wicb00000000002-47ea5a6ae99a11,3,,not out,not out,73,54,13,24.07,4.15,7,1,46.58,6.75,135.19,30,24,,,,,,,,,,,,,,,,,,,1835,2,19,Virat Kohli 
2019-100mb00000000125-2485f88b449911,10,,,,0,0,0,,,0,0,,,-,0,0,Arshdeep Singh,3.0,26.0,1.0,8.67,1.0,18.0,12.0,6.0,33.33,3.00,3.0,0.0,46.15,6.00,18.00,46.15,0.00,1835,1,15,Arshdeep Singh 
2019-100mb00000000130-89338eb7449a11,3,,,,0,0,0,,,0,0,,,-,0,0,Harpreet Brar,4.0,27.0,1.0,6.75,3.0,24.0,18.0,6.0,25.00,4.00,3.0,0.0,44.44,8.00,24.00,44.44,0.00,1835,1,15,Harpreet Brar  (IP)
2019-100mb00000000137-d774e3d1449c11,11,Krunal Pandya,c Tim David b Krunal Pandya,c Tim David b Krunal Pandya,33,17,5,29.41,3.40,5,1,78.79,2.83,194.12,13,4,,,,,,,,,,,,,,,,,,,1835,1,15,Prabhsimran Singh  (RP)
