PlayerID,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage_Bat,DotBallFrequency_Bat,Fours_Bat,Sixes_Bat,BoundaryPercentage_Bat,BoundaryFrequency_Bat,StrikeRate_Bat,AgainstFast_Bat,AgainstSpin_Bat,PlayerShortName,Overs,Runs_bat,Wickets,Economy_bowl,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls_bowl,DBPercent _bowl,DBFrequency,Fours_bowl,Sixes_bowl,BdryPercent_bowl,BdryFreq_bowl,StrikeRate,FourPercent_bowl,SixPercent_bowl,MatchID,InningsNo,TeamID,PlayerName
2018-100mb00000000018-6e65e6f7e99c11,1,Harshal Patel,c Mohammad Shami b Harshal Patel,c Mohammad Shami b Harshal Patel,15,15,5,33.33,3.00,0,1,40.00,15.00,100.00,10,5,,,,,,,,,,,,,,,,,,,1805,2,77,Rishabh Pant (c)(wk)
2018-100mb00000000024-431d2bf7e99d11,2,,,,0,0,0,,,0,0,,,-,0,0,Adam Zampa,4.0,46.0,1.0,11.5,5.0,24.0,22.0,3.0,12.50,8.00,3.0,3.0,65.22,4.00,24.00,26.09,39.13,1805,1,20,Adam Zampa  (IP)
2018-100mb00000000033-d93110bbf88911,1,Avesh Khan,c Digvesh Singh b Avesh Khan,c Digvesh Singh b Avesh Khan,18,4,1,25.00,4.00,0,3,100.00,1.33,450.00,4,0,Pat Cummins,3.0,29.0,2.0,9.67,4.0,18.0,12.0,9.0,50.00,2.00,5.0,0.0,68.97,3.60,9.00,68.97,0.00,1805,1,20,Pat Cummins (c)
2018-100mb00000000037-4e250de6f88a11,11,Prince Yadav,b Prince Yadav,b Prince Yadav,47,28,12,42.86,2.33,5,3,80.85,3.50,167.86,15,12,,,,,,,,,,,,,,,,,,,1805,1,20,Travis Head  (RP)
2018-100mb00000000040-7f15f6c7f88a11,6,Pat Cummins,c Nitish Kumar Reddy b Pat Cummins,c Nitish Kumar Reddy b Pat Cummins,52,31,10,32.26,3.10,7,2,76.92,3.44,167.74,19,12,,,,,,,,,,,,,,,,,,,1805,2,77,Mitchell Marsh  (IP)
2018-100mb00000000047-1bfc8ff2f88b11,11,Shardul Thakur,c Ayush Badoni b Shardul Thakur,c Ayush Badoni b Shardul Thakur,1,3,2,66.67,1.50,0,0,0.00,,33.33,3,0,Mohammad Shami,3.0,37.0,1.0,12.33,2.0,18.0,14.0,5.0,27.78,3.60,4.0,2.0,75.68,3.00,18.00,43.24,32.43,1805,1,20,Mohammad Shami 
2019-100mb00000000105-4c526de743fe11,9,,,,0,0,0,,,0,0,,,-,0,0,Shardul Thakur,4.0,34.0,4.0,8.5,1.0,24.0,15.0,11.0,45.83,2.18,3.0,2.0,70.59,4.80,6.00,35.29,35.29,1805,2,77,Shardul Thakur 
2019-100mb00000000109-5cc123ab449411,10,,,,0,0,0,,,0,0,,,-,0,0,Avesh Khan,4.0,45.0,1.0,11.25,2.0,24.0,19.0,5.0,20.83,4.80,3.0,3.0,66.67,4.00,24.00,26.67,40.00,1805,2,77,Avesh Khan 
2019-100mb00000000114-8c98068c449611,10,,not out,not out,12,11,1,9.09,11.00,0,0,0.00,,109.09,11,0,Harshal Patel,2.0,28.0,1.0,14.0,6.0,12.0,14.0,2.0,16.67,6.00,3.0,1.0,64.29,3.00,12.00,42.86,21.43,1805,1,20,Harshal Patel 
2019-100mb00000000128-e95bebea449911,7,,not out,not out,13,7,0,0.00,,2,0,61.54,3.50,185.71,5,2,,,,,,,,,,,,,,,,,,,1805,2,77,David Miller 
2019-100mb00000000136-9313d156449c11,3,Pat Cummins,lbw Pat Cummins,lbw Pat Cummins,70,26,6,23.08,4.33,6,6,85.71,2.17,269.23,19,7,,,,,,,,,,,,,,,,,,,1805,2,77,Nicholas Pooran 
2019-100mb00000000164-8ae075db44ad11,4,Shardul Thakur,c Rishabh Pant b Shardul Thakur,c Rishabh Pant b Shardul Thakur,0,1,1,100.00,1.00,0,0,,,0.00,1,0,Ishan Kishan,0.1,4.0,0.0,24.0,7.0,1.0,1.0,0.0,0.00,0,1.0,0.0,100.00,1.00,0,100.00,0.00,1805,1,20,Ishan Kishan 
2019-100mb00000000202-438eed6944ba11,5,Prince Yadav,run out (Prince Yadav),run out (Prince Yadav),26,17,3,17.65,5.67,2,1,53.85,5.67,152.94,9,8,,,,,,,,,,,,,,,,,,,1805,1,20,Heinrich Klaasen (wk)
2019-100mb00000000212-9df3a24d44bc11,3,Shardul Thakur,c Nicholas Pooran b Shardul Thakur,c Nicholas Pooran b Shardul Thakur,6,6,3,50.00,2.00,1,0,66.67,6.00,100.00,6,0,Abhishek Sharma,2.0,20.0,0.0,10.0,1.0,12.0,7.0,5.0,41.67,2.40,1.0,2.0,80.00,4.00,0,20.00,60.00,1805,1,20,Abhishek Sharma 
2019-100mb00000000287-ca1a6bb17ae311,4,Mohammad Shami,c Pat Cummins b Mohammad Shami,c Pat Cummins b Mohammad Shami,1,4,3,75.00,1.33,0,0,0.00,,25.00,1,3,,,,,,,,,,,,,,,,,,,1805,2,77,Aiden Markram 
2020-100mb00000000520-c2b1e0df638711,11,,,,0,0,0,,,0,0,,,-,0,0,Ravi Bishnoi,4.0,42.0,1.0,10.5,4.0,24.0,16.0,8.0,33.33,3.00,1.0,4.0,66.67,4.80,24.00,9.52,57.14,1805,2,77,Ravi Bishnoi 
2020-100mb00000000525-4d2e1ac6639511,8,,not out,not out,22,8,2,25.00,4.00,2,2,90.91,2.00,275.00,4,4,,,,,,,,,,,,,,,,,,,1805,2,77,Abdul Samad 
2021-100mb00000000622-e0d6c0e8ef8711,9,,not out,not out,3,4,1,25.00,4.00,0,0,0.00,,75.00,4,0,Simarjeet Singh,2.0,28.0,0.0,14.0,3.0,12.0,7.0,5.0,41.67,2.40,2.0,3.0,92.86,2.40,0,28.57,64.29,1805,1,20,Simarjeet Singh 
2022-100mb00000000974-314d9cf0a44611,7,Shardul Thakur,c Abdul Samad b Shardul Thakur,c Abdul Samad b Shardul Thakur,2,6,4,66.67,1.50,0,0,0.00,,33.33,2,4,,,,,,,,,,,,,,,,,,,1805,1,20,Abhinav Manohar 
2022-100mb00000000985-f5950061a44811,2,Adam Zampa,c Harshal Patel b Adam Zampa,c Harshal Patel b Adam Zampa,6,6,3,50.00,2.00,1,0,66.67,6.00,100.00,3,3,,,,,,,,,,,,,,,,,,,1805,2,77,Ayush Badoni 
2022-100mb00000001225-8dbd714d040c11,5,,,,0,0,0,,,0,0,,,-,0,0,Prince Yadav,4.0,29.0,1.0,7.25,5.0,24.0,21.0,7.0,29.17,3.43,2.0,0.0,27.59,12.00,24.00,27.59,0.00,1805,2,77,Prince Yadav 
2023-100mb00000001944-c9a4b0e8c40511,6,Ravi Bishnoi,b Ravi Bishnoi,b Ravi Bishnoi,32,28,7,25.00,4.00,2,0,25.00,14.00,114.29,13,15,,,,,,,,,,,,,,,,,,,1805,1,20,Nitish Kumar Reddy 
2024-100mb00000003565-6cf0c233abda11,11,,,,0,0,0,,,0,0,,,-,0,0,Digvesh Singh,4.0,40.0,1.0,10.0,3.0,24.0,17.0,8.0,33.33,3.00,1.0,3.0,55.00,6.00,24.00,10.00,45.00,1805,2,77,Digvesh Singh  (RP)
2024-100mb00000003576-caeb1dadabdf11,8,Digvesh Singh,c David Miller b Digvesh Singh,c David Miller b Digvesh Singh,36,13,4,30.77,3.25,0,5,83.33,2.60,276.92,4,9,,,,,,,,,,,,,,,,,,,1805,1,20,Aniket Verma 
