PlayerID,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage_Bat,DotBallFrequency_Bat,Fours_Bat,Sixes_Bat,BoundaryPercentage_Bat,BoundaryFrequency_Bat,StrikeRate_Bat,AgainstFast_Bat,AgainstSpin_Bat,PlayerShortName,Overs,Runs_bat,Wickets,Economy_bowl,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls_bowl,DBPercent _bowl,DBFrequency,Fours_bowl,Sixes_bowl,BdryPercent_bowl,BdryFreq_bowl,StrikeRate,FourPercent_bowl,SixPercent_bowl,MatchID,InningsNo,TeamID,PlayerName
2018-100mb00000000014-227bc550e99c11,10,,,,0,0,0,,,0,0,,,-,0,0,Kuldeep Yadav,4.0,28.0,0.0,7.0,5.0,24.0,16.0,8.0,33.33,3.00,1.0,1.0,35.71,12.00,0,14.29,21.43,1844,1,14,Kuldeep Yadav 
2018-100mb00000000015-3501d442e99c11,8,,,,0,0,0,,,0,0,,,-,0,0,Bhuvneshwar Kumar,4.0,33.0,3.0,8.25,1.0,24.0,14.0,10.0,41.67,2.40,2.0,2.0,60.61,6.00,8.00,24.24,36.36,1844,2,19,Bhuvneshwar Kumar 
2018-100mb00000000017-5e389774e99c11,7,,not out,not out,73,47,15,31.91,3.13,5,4,60.27,5.22,155.32,24,22,Krunal Pandya,4.0,28.0,1.0,7.0,5.0,24.0,19.0,5.0,20.83,4.80,0.0,1.0,21.43,24.00,24.00,0.00,21.43,1844,2,19,Krunal Pandya 
2018-100mb00000000019-80e59e32e99c11,5,Bhuvneshwar Kumar,c Jacob Bethell b Bhuvneshwar Kumar,c Jacob Bethell b Bhuvneshwar Kumar,41,39,12,30.77,3.25,3,0,29.27,13.00,105.13,14,25,,,,,,,,,,,,,,,,,,,1844,1,14,K L Rahul (wk)
2018-100mb00000000031-b334eaf6f08611,8,,not out,not out,0,0,0,,,0,0,,,-,0,0,Mitchell Starc,3.0,31.0,0.0,10.33,2.0,18.0,12.0,6.0,33.33,3.00,4.0,1.0,70.97,3.60,0,51.61,19.35,1844,1,14,Mitchell Starc 
2018-100mb00000000036-2af54408f88a11,10,,,,0,0,0,,,0,0,,,-,0,0,Josh Hazlewood,4.0,36.0,2.0,9.0,3.0,24.0,15.0,10.0,41.67,2.40,5.0,1.0,72.22,4.00,12.00,55.56,16.67,1844,2,19,Josh Hazlewood 
2018-wicb00000000002-47ea5a6ae99a11,2,Dushmantha Chameera,c Mitchell Starc b Dushmantha Chameera,c Mitchell Starc b Dushmantha Chameera,51,47,12,25.53,3.92,4,0,31.37,11.75,108.51,22,25,,,,,,,,,,,,,,,,,,,1844,2,19,Virat Kohli 
2019-100mb00000000094-1e8fa14543ee11,11,Krunal Pandya,c Virat Kohli b Krunal Pandya,c Virat Kohli b Krunal Pandya,22,26,11,42.31,2.36,2,0,36.36,13.00,84.62,15,10,,,,,,,,,,,,,,,,,,,1844,1,14,Faf Du Plessis  (RP)
2019-100mb00000000110-79ae08f5449411,1,Josh Hazlewood,b Josh Hazlewood,b Josh Hazlewood,15,13,6,46.15,2.17,1,1,66.67,6.50,115.38,4,9,Axar Patel,4.0,19.0,2.0,4.75,1.0,24.0,16.0,9.0,37.50,2.67,1.0,0.0,21.05,24.00,12.00,21.05,0.00,1844,1,14,Axar Patel (c)
2019-100mb00000000131-ce55104a449a11,4,Yash Dayal,c Bhuvneshwar Kumar b Yash Dayal,c Bhuvneshwar Kumar b Yash Dayal,4,4,3,75.00,1.33,1,0,100.00,4.00,100.00,4,0,,,,,,,,,,,,,,,,,,,1844,1,14,Karun Nair 
2019-100mb00000000200-1283ad3244ba11,9,Axar Patel,b Axar Patel,b Axar Patel,0,2,2,100.00,1.00,0,0,,,0.00,0,2,,,,,,,,,,,,,,,,,,,1844,2,19,Devdutt Padikkal  (IP)
2019-100mb00000000371-481ee0be14fc11,4,,,,0,0,0,,,0,0,,,-,0,0,,,,,,,,,,,,,,,,,,,1844,2,19,Romario Shepherd 
2021-100mb00000000597-a0edfee691e511,1,Mukesh Kumar,run out (Karun Nair),run out (Karun Nair),6,6,3,50.00,2.00,1,0,66.67,6.00,100.00,5,1,,,,,,,,,,,,,,,,,,,1844,2,19,Rajat Patidar (c)
2021-100mb00000000608-14fdf8c4e64711,9,,not out,not out,0,1,1,100.00,1.00,0,0,,,0.00,1,0,Dushmantha Chameera,3.0,24.0,1.0,8.0,6.0,18.0,16.0,3.0,16.67,6.00,1.0,1.0,41.67,9.00,18.00,16.67,25.00,1844,1,14,Dushmantha Chameera 
2021-100mb00000000636-9e985b64160411,6,,not out,not out,19,5,0,0.00,,3,1,94.74,1.25,380.00,4,0,,,,,,,,,,,,,,,,,,,1844,2,19,Tim David 
2022-100mb00000000869-837ca3e5840c11,3,Axar Patel,c Karun Nair b Axar Patel,c Karun Nair b Axar Patel,12,6,2,33.33,3.00,1,1,83.33,3.00,200.00,2,4,,,,,,,,,,,,,,,,,,,1844,2,19,Jacob Bethell 
2022-100mb00000000978-bc824605a44611,11,,,,0,0,0,,,0,0,,,-,0,0,Yash Dayal,4.0,42.0,1.0,10.5,2.0,24.0,16.0,10.0,41.67,2.40,5.0,1.0,61.90,4.00,24.00,47.62,14.29,1844,2,19,Yash Dayal 
2022-100mb00000001000-d90666b7a44d11,5,,,,0,0,0,,,0,0,,,-,0,0,,,,,,,,,,,,,,,,,,,1844,2,19,Jitesh Sharma (wk)
2022-100mb00000001017-3e376712cc7911,6,Bhuvneshwar Kumar,c Josh Hazlewood b Bhuvneshwar Kumar,c Josh Hazlewood b Bhuvneshwar Kumar,34,18,4,22.22,4.50,5,1,76.47,3.00,188.89,14,4,,,,,,,,,,,,,,,,,,,1844,1,14,Tristan Stubbs 
2022-100mb00000001462-cbc59298427c11,11,,,,0,0,0,,,0,0,,,-,0,0,Mukesh Kumar,3.3,51.0,0.0,14.57,3.0,21.0,15.0,7.0,33.33,3.00,6.0,3.0,82.35,2.33,0,47.06,35.29,1844,1,14,Mukesh Kumar 
2022-100mb00000001580-2e206f715b5511,3,Josh Hazlewood,c Jitesh Sharma b Josh Hazlewood,c Jitesh Sharma b Josh Hazlewood,28,11,2,18.18,5.50,2,2,71.43,2.75,254.55,11,0,,,,,,,,,,,,,,,,,,,1844,1,14,Abishek Porel 
2023-100mb00000001932-5539f1d7c3fd11,11,,,,0,0,0,,,0,0,,,-,0,0,Suyash Sharma,4.0,22.0,0.0,5.5,4.0,24.0,16.0,8.0,33.33,3.00,2.0,0.0,36.36,12.00,0,36.36,0.00,1844,2,19,Suyash Sharma  (RP)
