PlayerID,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage_Bat,DotBallFrequency_Bat,Fours_Bat,Sixes_Bat,BoundaryPercentage_Bat,BoundaryFrequency_Bat,StrikeRate_Bat,AgainstFast_Bat,AgainstSpin_Bat,PlayerShortName,Overs,Runs_bat,Wickets,Economy_bowl,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls_bowl,DBPercent _bowl,DBFrequency,Fours_bowl,Sixes_bowl,BdryPercent_bowl,BdryFreq_bowl,StrikeRate,FourPercent_bowl,SixPercent_bowl,MatchID,InningsNo,TeamID,PlayerName
2018-100mb00000000008-787fc4ece99b11,10,,,,0,0,0,,,0,0,,,-,0,0,Khaleel Ahmed,4.0,25.0,2.0,6.25,1.0,24.0,15.0,9.0,37.50,2.67,1.0,1.0,40.00,12.00,12.00,16.00,24.00,1815,2,13,Khaleel Ahmed 
2018-100mb00000000014-227bc550e99c11,11,,,,0,0,0,,,0,0,,,-,0,0,Kuldeep Yadav,4.0,30.0,1.0,7.5,5.0,24.0,20.0,4.0,16.67,6.00,2.0,0.0,26.67,12.00,24.00,26.67,0.00,1815,1,14,Kuldeep Yadav 
2018-100mb00000000019-80e59e32e99c11,7,Matheesha Pathirana,c MS Dhoni b Matheesha Pathirana,c MS Dhoni b Matheesha Pathirana,77,51,10,19.61,5.10,6,3,54.55,5.67,150.98,28,23,,,,,,,,,,,,,,,,,,,1815,1,14,K L Rahul (wk)
2018-100mb00000000031-b334eaf6f08611,2,,,,0,0,0,,,0,0,,,-,0,0,Mitchell Starc,4.0,27.0,1.0,6.75,1.0,24.0,15.0,12.0,50.00,2.00,4.0,0.0,59.26,6.00,24.00,59.26,0.00,1815,1,14,Mitchell Starc 
2018-100mb00000000045-f658f1b6f88a11,7,,,,0,0,0,,,0,0,,,-,0,0,Ravichandran Ashwin,3.0,21.0,0.0,7.0,3.0,18.0,14.0,4.0,22.22,4.50,2.0,0.0,38.10,9.00,0,38.10,0.00,1815,2,13,Ravichandran Ashwin 
2018-100mb00000000046-06b5ba89f88b11,5,Kuldeep Yadav,lbw Kuldeep Yadav,lbw Kuldeep Yadav,2,3,1,33.33,3.00,0,0,0.00,,66.67,0,3,Ravindra Jadeja,2.0,19.0,1.0,9.5,4.0,12.0,9.0,4.0,33.33,3.00,0.0,2.0,63.16,6.00,12.00,0.00,63.16,1815,2,13,Ravindra Jadeja 
2019-100mb00000000057-57100cf415ba11,6,,not out,not out,30,26,6,23.08,4.33,1,1,33.33,13.00,115.38,16,10,,,,,,,,,,,,,,,,,,,1815,2,13,MS Dhoni (wk)
2019-100mb00000000061-6d68257c17f311,4,,not out,not out,69,54,11,20.37,4.91,5,1,37.68,9.00,127.78,23,30,,,,,,,,,,,,,,,,,,,1815,2,13,Vijay Shankar 
2019-100mb00000000100-f196053e43f611,1,,,,0,0,0,,,0,0,,,-,0,0,Mohit Sharma,3.0,27.0,0.0,9.0,3.0,18.0,19.0,3.0,16.67,6.00,2.0,0.0,29.63,9.00,0,29.63,0.00,1815,1,14,Mohit Sharma 
2019-100mb00000000102-28e7fca043fc11,1,Mitchell Starc,c Jake Fraser - McGurk b Mitchell Starc,c Jake Fraser - McGurk b Mitchell Starc,5,4,2,50.00,2.00,1,0,80.00,4.00,125.00,4,0,,,,,,,,,,,,,,,,,,,1815,2,13,Ruturaj Gaikwad (c)
