PlayerID,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage_Bat,DotBallFrequency_Bat,Fours_Bat,Sixes_Bat,BoundaryPercentage_Bat,BoundaryFrequency_Bat,StrikeRate_Bat,AgainstFast_Bat,AgainstSpin_Bat,PlayerShortName,Overs,Runs_bat,Wickets,Economy_bowl,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls_bowl,DBPercent _bowl,DBFrequency,Fours_bowl,Sixes_bowl,BdryPercent_bowl,BdryFreq_bowl,StrikeRate,FourPercent_bowl,SixPercent_bowl,MatchID,InningsNo,TeamID,PlayerName
2018-100mb00000000010-b76159ade99b11,11,,,,0,0,0,,,0,0,,,-,0,0,Yuzvendra Chahal,3.0,11.0,2.0,3.67,4.0,18.0,11.0,7.0,38.89,2.57,0.0,0.0,0.00,0,9.00,0.00,0.00,1832,2,15,Yuzvendra Chahal  (RP)
2018-100mb00000000012-ea4c47d2e99b11,1,Josh Hazlewood,c Jitesh Sharma b Josh Hazlewood,c Jitesh Sharma b Josh Hazlewood,7,10,3,30.00,3.33,0,0,0.00,,70.00,6,4,,,,,,,,,,,,,,,,,,,1832,2,15,Shreyas Iyer (c)
2018-100mb00000000015-3501d442e99c11,8,Harpreet Brar,c Xavier Bartlett b Harpreet Brar,c Xavier Bartlett b Harpreet Brar,8,13,8,61.54,1.63,1,0,50.00,13.00,61.54,5,8,Bhuvneshwar Kumar,3.0,26.0,2.0,8.67,1.0,18.0,11.0,7.0,38.89,2.57,3.0,1.0,69.23,4.50,9.00,46.15,23.08,1832,1,19,Bhuvneshwar Kumar 
2018-100mb00000000017-5e389774e99c11,7,Marco Jansen,c & b Marco Jansen,c & b Marco Jansen,1,2,1,50.00,2.00,0,0,0.00,,50.00,1,1,Krunal Pandya,1.0,10.0,0.0,10.0,4.0,6.0,4.0,2.0,33.33,3.00,2.0,0.0,80.00,3.00,0,80.00,0.00,1832,1,19,Krunal Pandya 
2018-100mb00000000023-201fd633e99d11,6,,not out,not out,7,2,0,0.00,,0,1,85.71,2.00,350.00,2,0,,,,,,,,,,,,,,,,,,,1832,2,15,Marcus Stoinis 
2018-100mb00000000036-2af54408f88a11,9,,not out,not out,0,1,1,100.00,1.00,0,0,,,0.00,0,1,Josh Hazlewood,3.0,14.0,3.0,4.67,3.0,18.0,8.0,10.0,55.56,1.80,0.0,1.0,42.86,18.00,6.00,0.00,42.86,1832,1,19,Josh Hazlewood 
2018-wicb00000000002-47ea5a6ae99a11,2,Arshdeep Singh,c Marco Jansen b Arshdeep Singh,c Marco Jansen b Arshdeep Singh,1,3,2,66.67,1.50,0,0,0.00,,33.33,3,0,,,,,,,,,,,,,,,,,,,1832,1,19,Virat Kohli 
2019-100mb00000000125-2485f88b449911,11,,,,0,0,0,,,0,0,,,-,0,0,Arshdeep Singh,3.0,23.0,2.0,7.67,1.0,18.0,10.0,8.0,44.44,2.25,4.0,0.0,69.57,4.50,9.00,69.57,0.00,1832,2,15,Arshdeep Singh 
2019-100mb00000000130-89338eb7449a11,8,,,,0,0,0,,,0,0,,,-,0,0,Harpreet Brar,2.0,25.0,2.0,12.5,5.0,12.0,5.0,8.0,66.67,1.50,1.0,3.0,88.00,3.00,6.00,16.00,72.00,1832,2,15,Harpreet Brar 
2019-100mb00000000137-d774e3d1449c11,9,Bhuvneshwar Kumar,c Tim David b Bhuvneshwar Kumar,c Tim David b Bhuvneshwar Kumar,13,9,3,33.33,3.00,2,0,61.54,4.50,144.44,9,0,,,,,,,,,,,,,,,,,,,1832,2,15,Prabhsimran Singh  (IP)
2019-100mb00000000183-f4a991db44b611,11,Xavier Bartlett,c Priyansh Arya b Xavier Bartlett,c Priyansh Arya b Xavier Bartlett,4,6,5,83.33,1.20,1,0,100.00,6.00,66.67,6,0,,,,,,,,,,,,,,,,,,,1832,1,19,Liam Livingstone  (RP)
2019-100mb00000000191-df21803b44b711,4,Bhuvneshwar Kumar,c Phil Salt b Bhuvneshwar Kumar,c Phil Salt b Bhuvneshwar Kumar,1,5,4,80.00,1.25,0,0,0.00,,20.00,5,0,,,,,,,,,,,,,,,,,,,1832,2,15,Shashank Singh 
2021-100mb00000000586-8238f85f91de11,7,,,,0,0,0,,,0,0,,,-,0,0,Marco Jansen,3.0,10.0,2.0,3.33,3.0,18.0,7.0,11.0,61.11,1.64,1.0,0.0,40.00,18.00,9.00,40.00,0.00,1832,2,15,Marco Jansen 
2021-100mb00000000597-a0edfee691e511,1,Yuzvendra Chahal,c Xavier Bartlett b Yuzvendra Chahal,c Xavier Bartlett b Yuzvendra Chahal,23,18,5,27.78,3.60,1,1,43.48,9.00,127.78,14,4,,,,,,,,,,,,,,,,,,,1832,1,19,Rajat Patidar (c)
2021-100mb00000000636-9e985b64160411,6,,not out,not out,50,26,9,34.62,2.89,5,3,76.00,3.25,192.31,15,10,,,,,,,,,,,,,,,,,,,1832,1,19,Tim David 
2021-100mb00000000647-9259e0ee2fe911,5,Josh Hazlewood,c Suyash Sharma b Josh Hazlewood,c Suyash Sharma b Josh Hazlewood,14,17,9,52.94,1.89,2,0,57.14,8.50,82.35,9,8,,,,,,,,,,,,,,,,,,,1832,2,15,Josh Inglis (wk)
2022-100mb00000000978-bc824605a44611,10,Harpreet Brar,lbw Harpreet Brar,lbw Harpreet Brar,0,1,1,100.00,1.00,0,0,,,0.00,0,1,Yash Dayal,2.1,18.0,0.0,8.31,2.0,13.0,10.0,5.0,38.46,2.60,1.0,1.0,55.56,6.50,0,22.22,33.33,1832,1,19,Yash Dayal 
2022-100mb00000001000-d90666b7a44d11,5,Yuzvendra Chahal,c Nehal Wadhera b Yuzvendra Chahal,c Nehal Wadhera b Yuzvendra Chahal,2,7,5,71.43,1.40,0,0,0.00,,28.57,4,3,,,,,,,,,,,,,,,,,,,1832,1,19,Jitesh Sharma (wk)
2022-100mb00000001220-372333e3f9f711,3,Arshdeep Singh,c Josh Inglis b Arshdeep Singh,c Josh Inglis b Arshdeep Singh,4,4,3,75.00,1.33,1,0,100.00,4.00,100.00,4,0,,,,,,,,,,,,,,,,,,,1832,1,19,Phil Salt 
2022-100mb00000001485-84839f37543411,4,Marco Jansen,lbw Marco Jansen,lbw Marco Jansen,1,4,3,75.00,1.33,0,0,0.00,,25.00,2,2,,,,,,,,,,,,,,,,,,,1832,1,19,Manoj Bhandage  (IP)
2022-100mb00000001541-e0ad58e954e911,3,,not out,not out,33,19,10,52.63,1.90,3,3,90.91,3.17,173.68,7,12,,,,,,,,,,,,,,,,,,,1832,2,15,Nehal Wadhera 
2023-100mb00000001932-5539f1d7c3fd11,11,,,,0,0,0,,,0,0,,,-,0,0,Suyash Sharma,3.0,25.0,0.0,8.33,5.0,18.0,9.0,9.0,50.00,2.00,3.0,2.0,96.00,3.60,0,48.00,48.00,1832,1,19,Suyash Sharma 
