PlayerID,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage_Bat,DotBallFrequency_Bat,Fours_Bat,Sixes_Bat,BoundaryPercentage_Bat,BoundaryFrequency_Bat,StrikeRate_Bat,AgainstFast_Bat,AgainstSpin_Bat,PlayerShortName,Overs,Runs_bat,Wickets,Economy_bowl,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls_bowl,DBPercent _bowl,DBFrequency,Fours_bowl,Sixes_bowl,BdryPercent_bowl,BdryFreq_bowl,StrikeRate,FourPercent_bowl,SixPercent_bowl,MatchID,InningsNo,TeamID,PlayerName
2018-100mb00000000015-3501d442e99c11,8,Pat Cummins,b Pat Cummins,b Pat Cummins,3,2,1,50.00,2.00,0,0,0.00,,150.00,2,0,Bhuvneshwar Kumar,4.0,43.0,1.0,10.75,2.0,24.0,15.0,9.0,37.50,2.67,3.0,3.0,69.77,4.00,24.00,27.91,41.86,1863,2,19,Bhuvneshwar Kumar 
2018-100mb00000000017-5e389774e99c11,7,Pat Cummins,Hit Wicket b Pat Cummins,Hit Wicket b Pat Cummins,8,6,4,66.67,1.50,2,0,100.00,3.00,133.33,6,0,Krunal Pandya,4.0,38.0,1.0,9.5,5.0,24.0,19.0,5.0,20.83,4.80,1.0,3.0,57.89,6.00,24.00,10.53,47.37,1863,2,19,Krunal Pandya 
2018-100mb00000000033-d93110bbf88911,3,,not out,not out,13,6,1,16.67,6.00,0,1,46.15,6.00,216.67,6,0,Pat Cummins,4.0,28.0,3.0,7.0,1.0,24.0,13.0,13.0,54.17,1.85,4.0,1.0,78.57,4.80,8.00,57.14,21.43,1863,1,20,Pat Cummins (c)
2018-100mb00000000037-4e250de6f88a11,8,Bhuvneshwar Kumar,c Romario Shepherd b Bhuvneshwar Kumar,c Romario Shepherd b Bhuvneshwar Kumar,17,10,3,30.00,3.33,3,0,70.59,3.33,170.00,10,0,,,,,,,,,,,,,,,,,,,1863,1,20,Travis Head  (RP)
2018-100mb00000000055-ed853d8f050a11,4,Nitish Kumar Reddy,c Ishan Kishan b Nitish Kumar Reddy,c Ishan Kishan b Nitish Kumar Reddy,11,10,3,30.00,3.33,1,0,36.36,10.00,110.00,7,3,,,,,,,,,,,,,,,,,,,1863,2,19,Mayank Agarwal 
2018-wicb00000000002-47ea5a6ae99a11,2,Harsh Dubey,c Abhishek Sharma b Harsh Dubey,c Abhishek Sharma b Harsh Dubey,43,25,10,40.00,2.50,7,1,79.07,3.13,172.00,22,3,,,,,,,,,,,,,,,,,,,1863,2,19,Virat Kohli 
2019-100mb00000000099-b2d4548e43f611,9,,not out,not out,0,2,2,100.00,1.00,0,0,,,0.00,2,0,Lungisani Ngidi,4.0,51.0,1.0,12.75,3.0,24.0,20.0,4.0,16.67,6.00,4.0,3.0,66.67,3.43,24.00,31.37,35.29,1863,2,19,Lungisani Ngidi 
2019-100mb00000000114-8c98068c449611,5,,,,0,0,0,,,0,0,,,-,0,0,Harshal Patel,3.5,39.0,1.0,10.17,3.0,23.0,16.0,9.0,39.13,2.56,5.0,1.0,66.67,3.83,23.00,51.28,15.38,1863,1,20,Harshal Patel 
2019-100mb00000000164-8ae075db44ad11,10,,not out,not out,94,48,6,12.50,8.00,7,5,61.70,4.00,195.83,26,22,,,,,,,,,,,,,,,,,,,1863,1,20,Ishan Kishan (wk)
2019-100mb00000000180-1352e0b244b611,1,,,,0,0,0,,,0,0,,,-,0,0,Jaydev Unadkat,4.0,41.0,1.0,10.25,2.0,24.0,18.0,7.0,29.17,3.43,5.0,1.0,63.41,4.00,24.00,48.78,14.63,1863,1,20,Jaydev Unadkat 
